0,1,2,3
0.000798953275,3.27776799,0.000798953275,2.80085656
0.000798958275,3.27798512,0.000798958275,2.80086618
0.000798963275,3.27820267,0.000798963275,2.8008758
0.000798968275,3.27842064,0.000798968275,2.80088541
0.000798973275,3.27863903,0.000798973275,2.80089501
0.000798978275,3.27885785,0.000798978275,2.80090461
0.000798983275,3.27907709,0.000798983275,2.80091421
0.000798988275,3.27929675,0.000798988275,2.80092381
0.000798993275,3.27951684,0.000798993275,2.8009334
0.000798998275,3.27973735,0.000798998275,2.80094299
0.000799003275,3.27995828,0.000799003275,2.80095257
0.000799008275,3.28017963,0.000799008275,2.80096215
0.000799013275,3.2804014,0.000799013275,2.80097172
0.000799018275,3.2806236,0.000799018275,2.80098129
0.000799023275,3.28084622,0.000799023275,2.80099086
0.000799028275,3.28106926,0.000799028275,2.80100043
0.000799033275,3.28129272,0.000799033275,2.80100999
0.000799038275,3.28151661,0.000799038275,2.80101954
0.000799043275,3.28174091,0.000799043275,2.80102909
0.000799048275,3.28196564,0.000799048275,2.80103864
0.000799053275,3.28219079,0.000799053275,2.80104818
0.000799058275,3.28241636,0.000799058275,2.80105772
0.000799063275,3.28264236,0.000799063275,2.80106725
0.000799068275,3.28286877,0.000799068275,2.80107679
0.000799073275,3.28309561,0.000799073275,2.80108631
0.000799078275,3.28332287,0.000799078275,2.80109584
0.000799083275,3.28355055,0.000799083275,2.80110536
0.000799088275,3.28377865,0.000799088275,2.80111487
0.000799093275,3.28400717,0.000799093275,2.80112439
0.000799098275,3.28423611,0.000799098275,2.8011339
0.000799103275,3.28446548,0.000799103275,2.8011434
0.000799108275,3.28469526,0.000799108275,2.80115291
0.000799113275,3.28492547,0.000799113275,2.8011624
0.000799118275,3.2851561,0.000799118275,2.8011719
0.000799123275,3.28538714,0.000799123275,2.80118139
0.000799128275,3.28561861,0.000799128275,2.80119087
0.000799133275,3.2858505,0.000799133275,2.80120036
0.000799138275,3.28608281,0.000799138275,2.80120983
0.000799143275,3.28631555,0.000799143275,2.80121931
0.000799148275,3.2865487,0.000799148275,2.80122878
0.000799153275,3.28678227,0.000799153275,2.80123825
0.000799158275,3.28701626,0.000799158275,2.80124771
0.000799163275,3.28725068,0.000799163275,2.80125717
0.000799168275,3.28748551,0.000799168275,2.80126662
0.000799173275,3.28772076,0.000799173275,2.80127607
0.000799178275,3.28795644,0.000799178275,2.80128552
0.000799183275,3.28819253,0.000799183275,2.80129496
0.000799188275,3.28842905,0.000799188275,2.8013044
0.000799193275,3.28866598,0.000799193275,2.80131383
0.000799198275,3.28890334,0.000799198275,2.80132327
0.000799203275,3.28914111,0.000799203275,2.8013327
0.000799208275,3.2893793,0.000799208275,2.80134212
0.000799213275,3.28961792,0.000799213275,2.80135154
0.000799218275,3.28985695,0.000799218275,2.80136096
0.000799223275,3.2900964,0.000799223275,2.80137037
0.000799228275,3.29033628,0.000799228275,2.80137978
0.000799233275,3.29057657,0.000799233275,2.80138918
0.000799238275,3.29081728,0.000799238275,2.80139858
0.000799243275,3.29105841,0.000799243275,2.80140798
0.000799248275,3.29129996,0.000799248275,2.80141737
0.000799253275,3.29154193,0.000799253275,2.80142676
0.000799258275,3.29178432,0.000799258275,2.80143614
0.000799263275,3.29202713,0.000799263275,2.80144552
0.000799268275,3.29227035,0.000799268275,2.8014549
0.000799273275,3.292514,0.000799273275,2.80146427
0.000799278275,3.29275806,0.000799278275,2.80147364
0.000799283275,3.29300255,0.000799283275,2.80148301
0.000799288275,3.29324745,0.000799288275,2.80149237
0.000799293275,3.29349277,0.000799293275,2.80150172
0.000799298275,3.29373851,0.000799298275,2.80151108
0.000799303275,3.29398467,0.000799303275,2.80152043
0.000799308275,3.29423125,0.000799308275,2.80152977
0.000799313275,3.29447824,0.000799313275,2.80153912
0.000799318275,3.29472565,0.000799318275,2.80154846
0.000799323275,3.29497349,0.000799323275,2.80155779
0.000799328275,3.29522174,0.000799328275,2.80156712
0.000799333275,3.29547041,0.000799333275,2.80157645
0.000799338275,3.29571949,0.000799338275,2.80158577
0.000799343275,3.295969,0.000799343275,2.8015951
0.000799348275,3.29621892,0.000799348275,2.80160441
0.000799353275,3.29646926,0.000799353275,2.80161373
0.000799358275,3.29672002,0.000799358275,2.80162303
0.000799363275,3.29697119,0.000799363275,2.80163234
0.000799368275,3.29722279,0.000799368275,2.80164164
0.000799373275,3.2974748,0.000799373275,2.80165093
0.000799378275,3.29772723,0.000799378275,2.80166023
0.000799383275,3.29798007,0.000799383275,2.80166952
0.000799388275,3.29823334,0.000799388275,2.8016788
0.000799393275,3.29848702,0.000799393275,2.80168808
0.000799398275,3.29874112,0.000799398275,2.80169736
0.000799403275,3.29899563,0.000799403275,2.80170663
0.000799408275,3.29925057,0.000799408275,2.80171591
0.000799413275,3.29950592,0.000799413275,2.80172517
0.000799418275,3.29976168,0.000799418275,2.80173443
0.000799423275,3.30001787,0.000799423275,2.80174369
0.000799428275,3.30027447,0.000799428275,2.80175294
0.000799433275,3.30053149,0.000799433275,2.80176219
0.000799438275,3.30078892,0.000799438275,2.80177144
0.000799443275,3.30104677,0.000799443275,2.80178068
0.000799448275,3.30130504,0.000799448275,2.80178992
0.000799453275,3.30156372,0.000799453275,2.80179916
0.000799458275,3.30182282,0.000799458275,2.80180839
0.000799463275,3.30208234,0.000799463275,2.80181762
0.000799468275,3.30234228,0.000799468275,2.80182684
0.000799473275,3.30260263,0.000799473275,2.80183606
0.000799478275,3.30286339,0.000799478275,2.80184528
0.000799483275,3.30312457,0.000799483275,2.80185449
0.000799488275,3.30338617,0.000799488275,2.8018637
0.000799493275,3.30364819,0.000799493275,2.80187291
0.000799498275,3.30391062,0.000799498275,2.80188211
0.000799503275,3.30417346,0.000799503275,2.80189131
0.000799508275,3.30443672,0.000799508275,2.80190051
0.000799513275,3.3047004,0.000799513275,2.8019097
0.000799518275,3.30496449,0.000799518275,2.80191888
0.000799523275,3.305229,0.000799523275,2.80192807
0.000799528275,3.30549393,0.000799528275,2.80193725
0.000799533275,3.30575927,0.000799533275,2.80194642
0.000799538275,3.30602502,0.000799538275,2.80195559
0.000799543275,3.30629119,0.000799543275,2.80196476
0.000799548275,3.30655778,0.000799548275,2.80197392
0.000799553275,3.30682478,0.000799553275,2.80198308
0.000799558275,3.30709219,0.000799558275,2.80199224
0.000799563275,3.30736002,0.000799563275,2.80200139
0.000799568275,3.30762827,0.000799568275,2.80201054
0.000799573275,3.30789693,0.000799573275,2.80201968
0.000799578275,3.30816601,0.000799578275,2.80202882
0.000799583275,3.3084355,0.000799583275,2.80203796
0.000799588275,3.3087054,0.000799588275,2.80204709
0.000799593275,3.30897572,0.000799593275,2.80205622
0.000799598275,3.30924645,0.000799598275,2.80206535
0.000799603275,3.3095176,0.000799603275,2.80207447
0.000799608275,3.30978916,0.000799608275,2.8020836
0.000799613275,3.31006114,0.000799613275,2.80209271
0.000799618275,3.31033353,0.000799618275,2.80210183
0.000799623275,3.31060634,0.000799623275,2.80211093
0.000799628275,3.31087955,0.000799628275,2.80212004
0.000799633275,3.31115319,0.000799633275,2.80212913
0.000799638275,3.31142723,0.000799638275,2.80213823
0.000799643275,3.3117017,0.000799643275,2.80214732
0.000799648275,3.31197657,0.000799648275,2.80215641
0.000799653275,3.31225186,0.000799653275,2.80216549
0.000799658275,3.31252756,0.000799658275,2.80217457
0.000799663275,3.31280368,0.000799663275,2.80218365
0.000799668275,3.3130802,0.000799668275,2.80219272
0.000799673275,3.31335715,0.000799673275,2.80220179
0.000799678275,3.3136345,0.000799678275,2.80221086
0.000799683275,3.31391227,0.000799683275,2.80221992
0.000799688275,3.31419045,0.000799688275,2.80222898
0.000799693275,3.31446905,0.000799693275,2.80223804
0.000799698275,3.31474806,0.000799698275,2.80224709
0.000799703275,3.31502748,0.000799703275,2.80225614
0.000799708275,3.31530731,0.000799708275,2.80226518
0.000799713275,3.31558756,0.000799713275,2.80227422
0.000799718275,3.31586822,0.000799718275,2.80228326
0.000799723275,3.31614929,0.000799723275,2.80229229
0.000799728275,3.31643077,0.000799728275,2.80230132
0.000799733275,3.31671267,0.000799733275,2.80231035
0.000799738275,3.31699498,0.000799738275,2.80231937
0.000799743275,3.3172777,0.000799743275,2.80232839
0.000799748275,3.31756084,0.000799748275,2.80233741
0.000799753275,3.31784438,0.000799753275,2.80234642
0.000799758275,3.31812834,0.000799758275,2.80235543
0.000799763275,3.31841271,0.000799763275,2.80236443
0.000799768275,3.3186975,0.000799768275,2.80237343
0.000799773275,3.31898269,0.000799773275,2.80238243
0.000799778275,3.3192683,0.000799778275,2.80239142
0.000799783275,3.31955431,0.000799783275,2.80240041
0.000799788275,3.31984074,0.000799788275,2.8024094
0.000799793275,3.32012759,0.000799793275,2.80241838
0.000799798275,3.32041484,0.000799798275,2.80242736
0.000799803275,3.3207025,0.000799803275,2.80243633
0.000799808275,3.32099058,0.000799808275,2.8024453
0.000799813275,3.32127907,0.000799813275,2.80245427
0.000799818275,3.32156796,0.000799818275,2.80246323
0.000799823275,3.32185727,0.000799823275,2.80247219
0.000799828275,3.32214699,0.000799828275,2.80248114
0.000799833275,3.32243712,0.000799833275,2.8024901
0.000799838275,3.32272767,0.000799838275,2.80249905
0.000799843275,3.32301862,0.000799843275,2.80250799
0.000799848275,3.32330998,0.000799848275,2.80251693
0.000799853275,3.32360176,0.000799853275,2.80252587
0.000799858275,3.32389394,0.000799858275,2.80253481
0.000799863275,3.32418654,0.000799863275,2.80254374
0.000799868275,3.32447954,0.000799868275,2.80255267
0.000799873275,3.32477296,0.000799873275,2.80256159
0.000799878275,3.32506679,0.000799878275,2.80257051
0.000799883275,3.32536102,0.000799883275,2.80257943
0.000799888275,3.32565567,0.000799888275,2.80258834
0.000799893275,3.32595073,0.000799893275,2.80259725
0.000799898275,3.3262462,0.000799898275,2.80260615
0.000799903275,3.32654207,0.000799903275,2.80261505
0.000799908275,3.32683836,0.000799908275,2.80262395
0.000799913275,3.32713506,0.000799913275,2.80263284
0.000799918275,3.32743216,0.000799918275,2.80264173
0.000799923275,3.32772968,0.000799923275,2.80265062
0.000799928275,3.3280276,0.000799928275,2.8026595
0.000799933275,3.32832594,0.000799933275,2.80266838
0.000799938275,3.32862468,0.000799938275,2.80267726
0.000799943275,3.32892383,0.000799943275,2.80268613
0.000799948275,3.3292234,0.000799948275,2.802695
0.000799953275,3.32952337,0.000799953275,2.80270387
0.000799958275,3.32982375,0.000799958275,2.80271273
0.000799963275,3.33012454,0.000799963275,2.80272159
0.000799968275,3.33042574,0.000799968275,2.80273044
0.000799973275,3.33072734,0.000799973275,2.80273929
0.000799978275,3.33102936,0.000799978275,2.80274814
0.000799983275,3.33133178,0.000799983275,2.80275698
0.000799988275,3.33163462,0.000799988275,2.80276582
0.000799993275,3.33193786,0.000799993275,2.80277465
0.000799998275,3.33224151,0.000799998275,2.80278348
0.0008,3.33234638,0.0008,2.80278653
